"OBJECTID","LEA_SCHOOL","PTMOVED","COMMENTS","REVIEWED","SCHOOL_NAM","PRINCIPAL","STREET_LON","PHYS_ADDR","PHYS_CITY","PHYS_ZIP","PHONE","MAIL_ADDR","MAIL_CITY","MAIL_ZIP","FAX","URL_ADDRES","COUNTY","ACCR_STAT","SCH_DESG","SCH_TYPE","SCH_PTYPE","SCH_CTYPE","EXT_HOURS","NUM_TEACH","BGN_GRADE","END_GRADE","PRE_K","ELEM","MIDDLE","HIGH","EARLY_COLL","coords.x1","coords.x2"
1619,"920471",NA,"point verified","1","Leesville Road Middle","Patti Hamler","8405 Leesville Rd","8405 Leesville Rd","Raleigh",27613,"9198704141","8405 Leesville Rd","Raleigh",27613,"9198704166","http://leesvillems.wcpss.net/","Wake",NA,"Public","Regular School","None","Year Round","-",72,"06","08",NA,NA,"yes",NA,NA,635010.311300002,237344.925000001
1620,"920472",NA,"point verified","1","Ligon Middle","Gretta Dula","706 E Lenoir St","706 E Lenoir St","Raleigh",27601,"9198567929","706 E Lenoir St","Raleigh",27601,"9198563745","http://ligon.wcpss.net/","Wake",NA,"Public","Regular School","Magnet","Traditional","-",74,"06","08",NA,NA,"yes",NA,NA,643369.624899998,224374.228999998
1621,"920473",NA,"point verified","1","Leesville Road High","Anthony Muttillo","8409 Leesville Rd","8409 Leesville Rd","Raleigh",27613,"9198704250","8409 Leesville Rd","Raleigh",27613,"9198704287","http://leesville.org/","Wake","SA","Public","Regular School","None","Traditional","-",128,"09","12",NA,NA,NA,"yes",NA,635015.148800001,237524.066100001
1622,"920476","yes, 2012","down the street","1","Lincoln Heights Elementary","Milinda Demchak-Crawford","307 Bridge St","307 Bridge St","Fuquay-Varina",27526,"9195572587","307 Bridge St","Fuquay-Varina",27526,"9195572769","http://lincolnheightses.wcpss.net/","Wake",NA,"Public","Regular School","Magnet","Modified","-",37,"KG","05",NA,"yes",NA,NA,NA,626881.237199999,204103.250500001
1623,"920488",NA,"point verified","1","Lynn Road Elementary","Eloise Sheats","1601 Lynn Rd","1601 Lynn Rd","Raleigh",27612,"9198704074","1601 Lynn Rd","Raleigh",27612,"9198704094","http://lynnroades.wcpss.net/","Wake",NA,"Public","Regular School","None","Traditional","-",43,"KG","05",NA,"yes",NA,NA,NA,639630.212499999,235331.256099999
1624,"920492",NA,"point verified","1","Martin Middle","Diann Kearney","1701 Ridge Rd","1701 Ridge Rd","Raleigh",27607,"9198814970","1701 Ridge Rd","Raleigh",27607,"9198811416","http://martinms.wcpss.net/","Wake",NA,"Public","Regular School","Magnet","Traditional","-",77,"06","08",NA,NA,"yes",NA,NA,638037.237199999,228779.037599999
1625,"920496",NA,"point verified","1","Millbrook Elementary","Edward Gainor (interim)","1520 E Millbrook Rd","1520 E Millbrook Rd","Raleigh",27609,"9198508700","1520 E Millbrook Rd","Raleigh",27609,"9198508709","http://millbrookes.wcpss.net/","Wake",NA,"Public","Regular School","Magnet","Traditional","-",56,"PK","05","yes","yes",NA,NA,NA,644759.697999999,232969.072700001
1626,"920500",NA,"point verified","1","Millbrook High","Dana King","2201 Spring Forest Rd","2201 Spring Forest Rd","Raleigh",27615,"9198508787","2201 Spring Forest Rd","Raleigh",27615,"9198508803","http://mhs.wcpss.net/","Wake","SA","Public","Regular School","Magnet","Traditional","-",167,"09","12",NA,NA,NA,"yes",NA,645403.109499998,234696.4694
1627,"920504","yes, 2012","down the street","1","Morrisville Elementary","Robin Swaim","1519 Morrisville Pkwy","1519 Morrisville Pkwy","Morrisville",27560,"9194603400","1519 Morrisville Pkwy","Morrisville",27560,"9194603410","http://morrisvillees.wcpss.net/","Wake",NA,"Public","Regular School","None","Year Round","-",48,"KG","05",NA,"yes",NA,NA,NA,623465.803300001,228696.2031
1628,"920508",NA,"point verified","1","Mount Vernon","Robert Gupton","5418 Chapel Hill Rd","5418 Chapel Hill Rd","Raleigh",27607,"9192334313","5418 Chapel Hill Rd","Raleigh",27607,"9192334006","http://mtvernonms.wcpss.net/","Wake",NA,"Public","Alternative Education","None","Traditional","-",40,"KG","08",NA,NA,"yes",NA,NA,635026.368600003,226379.655999999
1629,"920512",NA,"point verified","1","North Garner Middle","Gregory Butler","720 Powell Dr","720 Powell Dr","Garner",27529,"9196622434","720 Powell Dr","Garner",27529,"9196625637","http://northgarnerms.wcpss.net/","Wake",NA,"Public","Regular School","None","Year Round","-",63,"06","08",NA,NA,"yes",NA,NA,644691.6976,218059.640700001
1630,"920516",NA,"point verified","1","North Ridge Elementary","Robert Soutter","7120 Harps Mill Rd","7120 Harps Mill Rd","Raleigh",27615,"9198704100","7120 Harps Mill Rd","Raleigh",27615,"9198704107","http://northridgees.wcpss.net/","Wake",NA,"Public","Regular School","None","Traditional","-",47,"KG","05",NA,"yes",NA,NA,NA,643608.760399997,236494.025800001
1631,"920520","yes, 2012","across town","1","Northwoods Elementary","Robin Wahl","8850 Chapel Hill Road","8850 Chapel Hill Road","Cary",27513,"9194603491","8850 Chapel Hill Road","Cary",27513,"9194603493","http://northwoodses.wcpss.net/","Wake",NA,"Public","Regular School","None","Traditional","-",40,"KG","05",NA,"yes",NA,NA,NA,628572.651699997,226882.229600001
1632,"920522","yes, 2012","down the street","1","Oak Grove Elementary","Beth Jarman","10401 Penny Road","10401 Penny Road","Raleigh",27606,"9193874490","10401 Penny Road","Raleigh",27606,"9193874496","http://oakgrovees.wcpss.net/","Wake",NA,"Public","Regular School","None","Year Round","-",50,"KG","05",NA,"yes",NA,NA,NA,629244.1646,217905.599300001
1633,"920523","yes, 2012","down the street","1","Olive Chapel Elementary","Nanette Lavery","1751 Olive Chapel Road","1751 Olive Chapel Road","Apex",27502,"9193874440","1751 Olive Chapel Road","Apex",27502,"9193874447","http://olivechapeles.wcpss.net/","Wake",NA,"Public","Regular School","None","Year Round","-",58,"KG","05",NA,"yes",NA,NA,NA,619129.855899997,220185.350000001
1634,"920524",NA,"point verified","1","Olds Elementary","Mary Wheeler","204 Dixie Trail","204 Dixie Trail","Raleigh",27607,"9198567699","204 Dixie Trail","Raleigh",27607,"9198562989","http://oldses.wcpss.net/","Wake",NA,"Public","Regular School","None","Traditional","-",20,"KG","05",NA,"yes",NA,NA,NA,638959.239600003,226752.908199999
1635,"920525",NA,"point verified","1","Partnership Elementary","Mark Kenjarski","601 Devereux Street","601 Devereux Street","Raleigh",27605,"9198568200","601 Devereux Street","Raleigh",27605,"9198568234","http://partnership.wcpss.net/","Wake",NA,"Public","Regular School","None","Modified","-",25,"KG","05",NA,"yes",NA,NA,NA,641498.437700003,226362.1094
1636,"920528",NA,"point verified","1","Phillips High","Frederick McNary","1923 Milburnie Rd","1923 Milburnie Rd","Raleigh",27610,"9198567710","1923 Milburnie Rd","Raleigh",27610,"9198567763","http://phillipshs.wcpss.net/","Wake",NA,"Public","Alternative Education","None","Traditional","-",36,"09","12",NA,NA,NA,"yes",NA,644292.947999999,226181.3598
1637,"920530","yes, 2012","down the street","1","Penny Road Elementary","Mary Bohr","10900 Penny Rd","10900 Penny Rd","Cary",27518,"9193872136","10900 Penny Rd","Cary",27511,"9193874403","http://pennyroades.wcpss.net/","Wake",NA,"Public","Regular School","None","Traditional","-",41,"KG","05",NA,"yes",NA,NA,NA,627932.439599998,218114.344300002
1638,"920531","yes, 2012","down the street","1","Pleasant Union Elementary","Kevin Biles","1900 Pleasant Union Ch Rd","1900 Pleasant Union Chr Rd","Raleigh",27614,"9198704230","1900 Pleasant Union Church R*","Raleigh",27614,"9198704229","http://pleasantuniones.wcpss.net/","Wake",NA,"Public","Regular School","None","Year Round","-",40,NA,NA,NA,NA,NA,NA,NA,639068.9111,244136.052999999
1639,"920532",NA,"point verified","1","Poe Elementary","Annice Williams","400 Peyton St","400 Peyton St","Raleigh",27610,"9192504777","400 Peyton St","Raleigh",27610,"9192504774","http://poees.wcpss.net/","Wake",NA,"Public","Regular School","Magnet","Traditional","-",25,"PK","05","yes","yes",NA,NA,NA,645259.349100001,224605.723999999
1640,"920536",NA,"point verified","1","Powell Elementary","Charles Miller","1130 Marlborough Rd","1130 Marlborough Rd","Raleigh",27610,"9198567737","1130 Marlborough Rd","Raleigh",27610,"9198567749","http://powelles.wcpss.net/","Wake",NA,"Public","Regular School","Magnet","Traditional","-",33,"KG","05",NA,"yes",NA,NA,NA,645422.333300002,226984.114700001
1641,"920540",NA,"point verified","1","Rand Road Elementary","Rhonda Jones","300 Arbor Greene Dr","300 Arbor Greene Dr","Garner",27529,"9196622275","300 Arbor Greene Dr","Garner",27529,"9196622432","http://randroades.wcpss.net/","Wake",NA,"Public","Regular School","None","Year Round","-",35,"KG","05",NA,"yes",NA,NA,NA,644311.874499999,211450.688000001
1642,"920548",NA,"point verified","1","Root Elementary","Lewis Ware","305 Church St. at North Hills","3202 Northampton Street","Raleigh",27609,"9198814940","3202 Northampton Street","Raleigh",27609,"9198811427","http://aldertrootes.wcpss.net/","Wake",NA,"Public","Regular School","None","Traditional","-",31,"KG","05",NA,"yes",NA,NA,NA,641141.743799999,230274.674800001
1643,"920552","yes, 2012","down the street","1","Sanderson High","Gregory Decker","5500 Dixon Drive","5500 Dixon Drive","Raleigh",27609,"9198814800","5500 Dixon Drive","Raleigh",27609,"9198815006","http://sandersonhs.wcpss.net/","Wake","SA","Public","Regular School","None","Traditional","-",115,"09","12",NA,NA,NA,"yes",NA,641403.166900001,234196.662300002
1644,"920560",NA,"point verified","1","Smith Elementary","Christopher Lassiter","10225 Chambers Road","1101 Maxwell Drive","Raleigh",27603,"9196622458","1101 Maxwell Drive","Fuquay-Varina",27603,"9196622948","http://smithes.wcpss.net/","Wake",NA,"Public","Regular School","Magnet","Traditional","-",43,"PK","05","yes","yes",NA,NA,NA,640965.375799999,217735.1844
1645,"920562",NA,"point verified","1","Southeast Raleigh High","John Wall","2600 Rock Quarry Road","2600 Rock Quarry Road","Raleigh",27610,"9198562800","2600 Rock Quarry Road","Raleigh",27610,"9198562827","http://www.srhs.net/","Wake","SA","Public","Regular School","Magnet","Modified","-",112,"09","12",NA,NA,NA,"yes",NA,645380.238200001,221527.1996
1646,"920564","yes, 2012","down the street","1","Stough Elementary","Cheryl Stidham","4210 Edwards Mill Rd","4210 Edwards Mill Rd","Raleigh",27612,"9198814950","4210 Edwards Mill Rd","Raleigh",27612,"9198811422","http://stough.wcpss.net/","Wake",NA,"Public","Regular School","None","Traditional","-",40,"KG","05",NA,"yes",NA,NA,NA,637415.525700003,231448.184599999
1647,"920568",NA,"point verified","1","Swift Creek Elementary","John Umstead","5601 Tryon Rd","5601 Tryon Rd","Raleigh",27606,"9192334320","5601 Tryon Rd","Raleigh",27606,"9192334344","http://swiftcreekes.wcpss.net/","Wake",NA,"Public","Regular School","None","Traditional","-",34,"KG","05",NA,"yes",NA,NA,NA,633687.5625,221356.021600001
1648,"920570","yes, 2012","down the street","1","Timber Drive Elementary","Kendra Culberson","1601 Timber Drive","1601 Timber Drive","Garner",27529,"9197739500","1601 Timber Drive","Garner",27529,"9197739507","http://timberdrivees.wcpss.net/","Wake",NA,"Public","Regular School","None","Year Round","-",34,"KG","05",NA,"yes",NA,NA,NA,642588.528499998,215281.532299999
1649,"920572",NA,"point verified","1","Underwood Elementary","Jacqueline Jordan","1614 Glenwood Avenue","1614 Glenwood Avenue","Raleigh",27608,"9198567663","1614 Glenwood Avenue","Raleigh",27608,"9198567981","http://underwoodes.wcpss.net/","Wake",NA,"Public","Regular School","Magnet","Traditional","-",38,"KG","05",NA,"yes",NA,NA,NA,641654.031400003,227724.6928
1650,"920576",NA,"point verified","1","Vance Elementary","Sarah Simmons","8808 Old Stage Rd","8808 Old Stage Rd","Raleigh",27603,"9196622472","8808 Old Stage Rd","Raleigh",27603,"9196622498","http://vancees.wcpss.net/","Wake",NA,"Public","Regular School","None","Year Round","-",35,"KG","05",NA,"yes",NA,NA,NA,639685.9683,211390.760200001
1651,"920580",NA,"point verified","1","Vandora Springs Elementary","Troy Peuler","1300 Vandora Springs Rd","1300 Vandora Springs Rd","Garner",27529,"9196622486","1300 Vandora Springs Rd","Garner",27529,"9196625626","http://vandoraspringses.wcpss.net/","Wake",NA,"Public","Regular School","None","Traditional","-",37,"KG","05",NA,"yes",NA,NA,NA,643173.2751,216290.202799998
1652,"920584",NA,"point verified","1","Wake Forest Elementary","Julia Smith","136 W Sycamore Avenue","136 W Sycamore Avenue","Wake Forest",27587,"9195548655","136 W Sycamore Avenue","Wake Forest",27587,"9195548660","http://wfes.wcpss.net/","Wake",NA,"Public","Regular School","None","Traditional","-",36,"KG","05",NA,"yes",NA,NA,NA,653417.656199999,247040.568999998
1653,"920588",NA,"point verified","1","Wake ForestRolesville High","Thomas Dixon (Interim)","420 W Stadium Dr","420 Stadium Drive","Wake Forest",27587,"9195548611","420 Stadium Drive","Wake Forest",27587,"9195548617","http://wfrhighschool.com/","Wake","SA","Public","Regular School","None","Traditional","-",121,"09","12",NA,NA,NA,"yes",NA,653284.197999999,247945.067899998
1654,"920592",NA,"point verified","1","Wake ForestRolesville Mid","Stacey Weddle","1800 S Main St","1800 S Main St","Wake Forest",27587,"9195548440","1800 S Main St","Wake Forest",27587,"9195548435","http://wfrms.wcpss.net/","Wake",NA,"Public","Regular School","None","Traditional","-",67,"06","08",NA,NA,"yes",NA,NA,652167.75,244559.125500001
1655,"920596",NA,"point verified","1","Washington Elementary","Peggy Beasley-Rodger","1000 Fayetteville St","1000 Fayetteville St","Raleigh",27601,"9198567960","1000 Fayetteville St","Raleigh",27601,"9198567985","http://washingtones.wcpss.net/","Wake",NA,"Public","Regular School","Magnet","Traditional","-",46,"KG","05",NA,"yes",NA,NA,NA,641912.229099996,223844.265900001
1656,"920598",NA,"point verified","1","Weatherstone Elementary","Timothy Chadwick","1000 Olde Weatherstone Way","1000 Olde Weatherstone Way","Cary",27513,"9193806988","1000 Olde Weatherstone Way","Cary",27513,"9193806967","http://weatherstonees.wcpss.net/","Wake",NA,"Public","Regular School","None","Traditional","-",36,"KG","05",NA,"yes",NA,NA,NA,626660.604099996,226552.864700001
1657,"920600",NA,"point verified","1","Wendell Elementary","Shane Barham","3355 Wendell Blvd","3355 Wendell Blvd","Wendell",27591,"9193652660","3355 Wendell Blvd","Wendell",27591,"9193652666","http://wendelles.wcpss.net/","Wake",NA,"Public","Regular School","Magnet","Traditional","-",31,"KG","05",NA,"yes",NA,NA,NA,667770.1875,218468.875100002
1658,"920604","yes, 2012","across the street","1","West Cary Middle","Wanza Cole","1000 Evans Road","1000 Evans Road","Cary",27513,"9194603528","1000 Evans Road","Cary",27513,"9194603540","http://westcaryms.wcpss.net/","Wake",NA,"Public","Regular School","None","Traditional","-",48,"06","08",NA,NA,"yes",NA,NA,628144.062700003,227695.128899999
1659,"920606",NA,"point verified","1","West Lake Elementary","Daniel Simons","4500 West Lake Rd","4500 West Lake Rd","Apex",27539,"9196622300","4500 West Lake Rd","Apex",27539,"9196622313","http://westlakees.wcpss.net/","Wake",NA,"Public","Regular School","None","Year Round","-",51,"KG","05",NA,"yes",NA,NA,NA,631157.961800002,212096.4003
1660,"920607",NA,"point verified","1","West Lake Middle","Dell Edwards","4600 West Lake Rd","4600 West Lake Rd","Apex",27539,"9196622900","4600 West Lake Rd","Apex",27539,"9196622906","http://westlakems.wcpss.net/","Wake",NA,"Public","Regular School","None","Year Round","-",73,"06","08",NA,NA,"yes",NA,NA,631265.5867,211958.709800001
1661,"920608",NA,"point verified","1","West Millbrook Middle","Kelly Aman","8115 Strickland Rd","8115 Strickland Rd","Raleigh",27615,"9198704050","8115 Strickland Rd","Raleigh",27615,"9198704064","http://www.wmms.net/","Wake",NA,"Public","Regular School","None","Traditional","-",62,"06","08",NA,NA,"yes",NA,NA,642979.333499998,237744.475499999
1662,"920616",NA,"point verified","1","Wilburn Elementary","Mark Tracy","3707 Marsh Creek Rd","3851 Spring Forest Rd","Raleigh",27616,"9198508738","3851 Spring Forest Rd","Raleigh",27604,"9198508780","http://wilburnes.wcpss.net/","Wake",NA,"Public","Regular School","None","Year Round","-",37,"KG","05",NA,"yes",NA,NA,NA,647953.1875,229647.546799999
1663,"920620",NA,"point verified","1","Wiley Elementary","Katie McMahon","301 Saint Mary's St","301 Saint Mary's St","Raleigh",27605,"9198567723","301 Saint Mary's St","Raleigh",27605,"9198562956","http://wileyes.wcpss.net/","Wake",NA,"Public","Regular School","Magnet","Traditional","-",32,"KG","05",NA,"yes",NA,NA,NA,641118.517300002,225803.635499999
1664,"920624",NA,"point verified","1","Willow Springs Elementary","Camille Miller","6800 Dwight Rowland Rd","6800 Dwight Rowland Rd","Willow Springs",27592,"9195572770","6800 Dwight Rowland Rd","Willow Springs",27592,"9195572953","http://willowsprings.wcpss.net/","Wake",NA,"Public","Regular School","None","Year Round","-",56,"KG","05",NA,"yes",NA,NA,NA,634209.175300002,204573.021499999
1665,"920628",NA,"point verified","1","York Elementary","Keith Richardson","5201 Brookhaven Dr","5201 Brookhaven Dr","Raleigh",27612,"9198814960","5201 Brookhaven Dr","Raleigh",27612,"9198811338","http://yorkes.wcpss.net/","Wake",NA,"Public","Regular School","None","Traditional","-",32,"KG","05",NA,"yes",NA,NA,NA,638198.697700001,233282.3389
1666,"920632",NA,"point verified","1","Zebulon Elementary","Marion Evans","700 Proctor St","700 Proctor St","Zebulon",27597,"9194043680","700 Proctor St","Zebulon",27597,"9194043676","http://zebulones.wcpss.net","Wake",NA,"Public","Regular School","Magnet","Traditional","-",37,"KG","05",NA,"yes",NA,NA,NA,671028.461999997,232017.699900001
1667,"930330",NA,NA,NA,"Mariam Boyd Elementary","Canecca Davis","203 Cousin Lucy's Lane","203 Cousin Lucy's Lane","Warrenton",27589,"2522573695","203 Cousin Lucy's Lane","Warrenton",27589,"2522570163","http://www.warrenk12nc.org/schools.php?id=2","Warren","SA","Public","Regular School","None","Traditional","-",21,"PK","05","yes","yes",NA,NA,NA,685234.75,293787.875
1668,"950320",NA,NA,"1","Green Valley Elementary","Phillip Griffin","189 Big Hill Road","189 Big Hill Road","Boone",28607,"8282643606","189 Big Hill Road","Boone",28607,"8282648108","http://wataugasd.gves.schoolfusion.us","Watauga","SA","Public","Regular School","None","Traditional","-",22,"PK","08","yes","yes","yes",NA,NA,371817.156400003,283541.375
1669,"950322",NA,"Listed in BOONE NE: missing this image",NA,"Hardin Park Elementary","Mary Smalling","361 Jefferson Road","361 Jefferson Road","Boone",28607,"8282648481","361 Jefferson Road","Boone",28607,"8282653609","http://wataugasd.hpes.schoolfusion.us","Watauga","SA","Public","Regular School","None","Traditional","-",57,"PK","08","yes","yes","yes",NA,NA,370464.593800001,277502.750100002
1670,"950328",NA,NA,"1","Parkway Elementary","Tamara Stamey","160 Parkway School Dr","160 Parkway School Dr","Boone",28607,"8282643032","160 Parkway School Dr","Boone",28607,"8282647999","http://wataugasd.pes.schoolfusion.us","Watauga","SA","Public","Regular School","None","Traditional","-",33,"PK","08","yes","yes","yes",NA,NA,379300,278289.125100002
1671,"950336",NA,"point verified","1","Watauga High","Marshall Gasperson","400 High School Dr","300 Go Pioneers Drive","Boone",28607,"8282642407","300 Go Pioneers Drive","Boone",28607,"8282649030","http://wataugasd.whs.schoolfusion.us","Watauga","SA","Public","Regular School","None","Traditional","1",70,"09","12",NA,NA,NA,"yes",NA,368920.718599997,275064.312600002
1672,"960314",NA,NA,NA,"Brogden Primary","Youlonda Wynn","2253 Old Mt Olive Hwy","2253 Old Mt Olive Hwy","Dudley",28333,"9197056020","2253 Old Mt Olive Hwy","Dudley",28333,"9197315956","http://www.waynecountyschools.org/314/","Wayne","SA","Public","Regular School","None","Traditional","-",44,"PK","04","yes","yes",NA,NA,NA,696966.062399998,166733.8594
1673,"960318",NA,NA,NA,"Carver Heights Elementary","William Vann","411 Bunche Dr","411 Bunche Drive","Goldsboro",27530,"9197317222","411 Bunche Drive","Goldsboro",27530,"9197314503","http://www.waynecountyschools.org/318/","Wayne","SA","Public","Regular School","None","Traditional","-",26,"KG","04",NA,"yes",NA,NA,NA,700790.062700003,179721.312399998
1674,"960326",NA,NA,NA,"Dillard Middle","Sylvester Townsend","1101 S Devereaux St","1101 S Devereaux St","Goldsboro",27530,"9195809360","1101 S Devereaux St","Goldsboro",27530,"9197361121","http://www.waynecountyschools.org/326/","Wayne","SA","Public","Regular School","None","Traditional","-",46,"05","08",NA,NA,"yes",NA,NA,701146.4375,180002.375100002
1675,"960329","yes, 2012","across town","1","Eastern Wayne Elementary","Kelly Langston","1271 New Hope Rd","1271 New Hope Road","Goldsboro",27534,"9197517130","1271 New Hope Road","Goldsboro",27534,"9197517146","http://www.waynecountyschools.org/329/","Wayne","SA","Public","Regular School","None","Traditional","-",49,"PK","05","yes","yes",NA,NA,NA,711709.4234,180746.761500001
1676,"960330","yes, 2012","across town","1","Eastern Wayne High","Eugene Byrd","1135 New Hope Rd","1135 New Hope Road","Goldsboro",27534,"9197517120","1135 New Hope Road","Goldsboro",27534,"9197517107","http://www.waynecountyschools.org/330/","Wayne","SA","Public","Regular School","None","Traditional","-",80,"09","12",NA,NA,NA,"yes",NA,711351.470600002,181131.525800001
1677,"960332",NA,NA,NA,"Edgewood Cmty Developmental","Tasha Adams","1601 Peachtree St","1601 Peachtree St","Goldsboro",27530,"9197315970","1601 Peachtree St","Goldsboro",27530,"9197315974","http://www.waynecountyschools.org/332/","Wayne","SA","Public","Exceptional Children","None","Traditional","-",16,"UG","UG",NA,NA,NA,NA,NA,702972.125,181320.687600002
1678,"960336","yes, 2012","across town","1","Grantham","Lisa Denning-Tart","174 Grantham School Rd","174 Grantham School Rd","Goldsboro",27530,"9196895000","174 Grantham School Rd","Goldsboro",27530,"9196895004","http://www.waynecountyschools.org/336/","Wayne","SA","Public","Regular School","None","Traditional","-",61,"KG","08",NA,NA,"yes",NA,NA,685498.816,171810.899300002
1679,"960340",NA,NA,NA,"Greenwood Middle","Rolanda Best","3209 E Ash St","3209 E Ash Street","Goldsboro",27534,"9197517100","3209 E Ash Street","Goldsboro",27534,"9197517201","http://www.waynecountyschools.org/340/","Wayne","SA","Public","Regular School","None","Traditional","-",36,"05","08",NA,NA,"yes",NA,NA,705535.1875,179796.187600002
1680,"960344",NA,NA,NA,"Meadow Lane Elementary","Debbie Ogburn","3500 E Ash St","3500 E Ash Street","Goldsboro",27534,"9197517150","3500 E Ash Street","Goldsboro",27534,"9197517108","http://www.waynecountyschools.org/344/","Wayne","SA","Public","Regular School","None","Traditional","-",44,"PK","04","yes","yes",NA,NA,NA,706008.437600002,179564.828299999
1681,"960348",NA,NA,NA,"Mount Olive Middle","Tammy Keel","309 Wooten St","309 Wooten Street","Mount Olive",28365,"9196587320","309 Wooten Street","Mount Olive",28365,"9196587325","http://www.waynecountyschools.org/348/","Wayne","SA","Public","Regular School","None","Traditional","-",30,"05","08",NA,NA,"yes",NA,NA,694112.812700003,161413.9377
1682,"960372",NA,NA,NA,"Rosewood High","Dean Sauls","900 Rosewood Rd","900 Rosewood Road","Goldsboro",27530,"9197056050","900 Rosewood Road","Goldsboro",27530,"9197056055","http://www.waynecountyschools.org/372/","Wayne","SA","Public","Regular School","None","Traditional","-",41,"09","12",NA,NA,NA,"yes",NA,693790.375200003,184968.687399998
1683,"960376",NA,NA,NA,"School Street Elementary","Cortrina Smith","415 S Virginia St","415 S Virginia Street","Goldsboro",27530,"9197315960","415 S Virginia Street","Goldsboro",27530,"9197315963","http://www.waynecountyschools.org/376/","Wayne","SA","Public","Regular School","None","Traditional","-",17,"PK","04","yes","yes",NA,NA,NA,700135.375,181350.421799999
1684,"960380",NA,NA,NA,"Southern Wayne High","John Boldt","124 Walter Fulcher Rd","124 Walter Fulcher Rd","Dudley",28333,"9197056060","124 Walter Fulcher Rd","Dudley",28333,"9197315982","http://www.waynecountyschools.org/380/","Wayne","SA","Public","Regular School","None","Traditional","-",79,"09","12",NA,NA,NA,"yes",NA,696472.0625,167365.906300001
1685,"960390",NA,NA,NA,"North Drive Elementary","Carol Artis","1108 North Dr","1108 North Drive","Goldsboro",27530,"9197315950","1108 North Drive","Goldsboro",27530,"9197056029","http://www.waynecountyschools.org/390/","Wayne","SA","Public","Regular School","None","Traditional","-",37,"PK","04","yes","yes",NA,NA,NA,703766.625200003,182114.312600002
1686,"960454",NA,"point verified","1","Northwest Elementary","Theresa Cox","1769 Pikeville Princeton Hwy","1769 Pikeville/Princeton Hwy","Pikeville",27863,"9192423419","1769 Pikeville/Princeton Hwy","Pikeville",27863,"9192423714","http://www.waynecountyschools.org/454/","Wayne","SA","Public","Regular School","None","Traditional","-",57,"KG","05",NA,"yes",NA,NA,NA,697364.759400003,194073.944800001
1687,"970308",NA,"point verified","1","BoomerFerguson Elementary","Delania Smith","556 Boomer-Ferguson Sch Rd","556 BoomerFerguson Sch Rd","Boomer",28606,"3369213015","556 BoomerFerguson Sch Rd","Boomer",28606,"3369214290","http://www.wilkes.k12.nc.us/boomer/default.htm","Wilkes","SA","Public","Regular School","None","Traditional","-",9,"PK","05","yes","yes",NA,NA,NA,402717.042300001,263257.2128
1688,"970315","yes, 2012","across town","1","Central Wilkes Middle","Ryan McCreary","3541 South NC Hwy 16","3541 South NC Hwy 16","Moravian Falls",28654,"3366677453","3541 South NC Hwy 16","Moravian Falls",28654,"3366675825","http://www.wilkes.k12.nc.us/cwms/","Wilkes","SA","Public","Regular School","None","Traditional","-",42,"06","08",NA,NA,"yes",NA,NA,413614.427199997,262128.524300002
1689,"970352",NA,NA,"1","Mulberry Elementary","Ritchie Cornette","190 Mulberry School Rd","190 Mulberry School Rd","North Wilkesboro",28659,"3366702825","190 Mulberry School Rd","North Wilkesboro",28659,"3366709783",NA,"Wilkes","SA","Public","Regular School","None","Traditional","-",28,"PK","05","yes","yes",NA,NA,NA,413508.281400003,278094.906399999
1690,"970360",NA,NA,"1","North Wilkesboro Elementary","Sharon Shoupe","200 Flint Hill Rd","200 Flint Hill Rd","North Wilkesboro",28659,"3368382872","200 Flint Hill Rd","North Wilkesboro",28659,"3366676863","http://www.wilkes.k12.nc.us/nwilkesboro/","Wilkes","SA","Public","Regular School","None","Traditional","-",17,"PK","05","yes","yes",NA,NA,NA,416929.437700003,271431.687399998
1691,"970368",NA,NA,"1","Roaring River Elementary","Craig Tidline","283 White Plains Rd","283 White Plains Rd","Roaring River",28669,"3366964628","283 White Plains Rd","Roaring River",28669,"3366967839",NA,"Wilkes","SA","Public","Regular School","None","Traditional","-",12,"PK","05","yes","yes",NA,NA,NA,429477.406300001,274582.124899998
1692,"970390","yes, 2012","down the street","1","Wilkes Central High","Michelle Shepherd","1179 Moravian Falls Rd","1179 Moravian Falls Rd","Wilkesboro",28697,"3366675277","1179 Moravian Falls Rd","Wilkesboro",28697,"3366672091","http://www.wilkes.k12.nc.us/central/default.htm","Wilkes","SA","Public","Regular School","None","Traditional","1",55,"09","12",NA,NA,NA,"yes",NA,413509.749300003,263989.634100001
1693,"970392",NA,NA,"1","Wilkesboro Elementary","Sandra Burchette","1248 School St","1248 School St","Wilkesboro",28697,"3368384261","1248 School St","Wilkesboro",28697,"3366678611","http://www.wilkes.k12.nc.us/wilkesboro/default.htm","Wilkes","SA","Public","Regular School","None","Traditional","-",27,"PK","05","yes","yes",NA,NA,NA,413654.031099997,266837.406199999
1694,"98A000",NA,NA,NA,"Sallie B Howard School","JoAnne Woodard","1004 Herring Avenue","1004 Herring Avenue","Wilson",27893,"2522934150","1004 Herring Avenue","Wilson",27893,"2522934151","http://www.salliebhowardschool.com","Wilson",NA,"Charter","Regular School","None","Year Round","-",58,"KG","08",NA,NA,"yes",NA,NA,710696.124899998,218366.4377
